Content,Category Code
"North Korea has trained more than 500 computer hackers capable of launching cyber warfare against the United States, South Korea’s defense ministry said Monday. ",0
"Italy announced a suspension of air links with Yugoslavia on Wednesday, one day after a Yugoslav army jet shot down a helicopter carrying EC truce monitors.",0
"A French minister has cancelled a planned visit to Haiti after a state of siege was declared in the one-time French colony, the Foreign Affairs Ministry said on Sunday.",0
"Switzerland said today it had expelled two Soviet diplomats based in Geneva for spying, adding to a long series of espionage scares.",0
The United States announced Wednesday it would prohibit all aid to Albanian rebels in Macedonia and would deny entry to the United States to all individuals undermining stability there.,0
Red Cross officials suspended aid deliveries in Baghdad on Wednesday after two of their vehicles were hit by gunfire and a staff member went missing,0
Japan said on Tuesday it had halted economic aid to Yugoslavia in line with Western efforts to end the fighting there.,0
"The United States suspended part of a military aid program for Bosnia aimed at bringing Bosnian Croat and Moslem armed forces together as a unified identity, the New York Times reported on Friday.",0
"The United Nations on Tuesday reduced food supplies to the biggest Cambodian refugee camp in Thailand because rice was being diverted to outside users, relief officials said.",0
"President Bill Clinton has imposed sanctions on the Taliban religious faction that controls Afghanistan for its support of suspected terrorist Osama bin Laden, the White House said Tuesday.",0
"Palestinians and Israelis failed to reach agreement on the fate of Palestinian offices in east Jerusalem Sunday, despite hours of tense negotiations, sources on both sides reported.",0
Syrian officers today ended mediation efforts between rival militias in Tripoli as shells continued crashing into the north Lebanese port and the death toll rose to more than 200.,0
"Eighty UN peacekeepers were shipped out of the eastern Bosnian enclave of Gorazde Friday, leaving just 100 UN troops to follow them out later this month.",0
"North Korea expelled inspectors of the International Atomic Energy Agency, or IAEA, from frozen nuclear facilities at Yongbyon after U.S. officials alleged that the North admitted it had a uranium-based program in late 2002.",0
"Jakarta forced the UN refugee agency, UNHCR, out of the country following the relief operation, although it had more than £12m of unspent donations.",0
Turkish police prevented the demonstration staged by students at Cumhuriyet University near AKP offices in Sivas on 15 October to protest the decision of sending troops to Iraq.,0
"Croatian authorities are failing to uphold the property rights of Croatian Serb refugees, a human rights group protested here Wednesday",0
"In an unprecedented move, Palestinian police in Jericho confiscated weapons and explosives from Palestinian armed groups, the Israeli army said Friday.",0
"Afghan guerillas blew up three main electric power lines leading into Kabul last month and nearly one third of the city’s power supply is still down, the Czechoslovak news agency Ceteka reported from Kabul today.",0
"Jewish settlers in the West Bank city of Hebron set fire to the offices of the Palestinian administrators of Muslim property overnight following the killing of an Israeli man, Palestinian residents said Sunday.",0
"Israeli army bulldozers demolished Palestinian homes and civilian buildings in southern Gaza on Sunday, Palestinian officials and US witnesses said.",0
The British government on Monday outlawed the largest Protestant extremist organization in Northern Ireland because of what it called its direct involvement in killing in the strife-torn province.,0
"Nicaragua’s Sandinista government today ordered the opposition newspaper La Prensa to suspend publication indefinitely, a spokesman for the paper said.",0
President Yoweri Museveni has banned Ugandan opposition candidates from participating in the upcoming elections.,0
"Turkish authorities have imposed a curfew in the town of Cizre in southeastern Turkey after a demonstration over fraud allegations in Sunday’s local elections, security sources said here Tuesday.",0
"The military government of President Prosper Avril declared a 30-day state of siege in Haiti on Saturday, suspending parts of the constitution and arresting political opponents, a spokeswoman for the U.S. embassy said.",0
"Israeli soldiers arrested more than 100 Palestinians on Saturday in a security sweep of the Hebron area of the occupied West Bank, military sources said.",0
"Ghanaian authorities have deported 168 Liberians for traveling without proper documents on a Swedish-registered vessel, a port official said Monday.",0
Liberian riot police used tear gas to disperse demonstrators protesting election results in Monrovia.,0
"North Korea has tried to hack into the computers of South Korean army officers, officials said Tuesday.",0
"Muslim hackers angered by the publication of cartoons of the Prophet Mohammed have defaced nearly 3,000 Danish Web sites over the past month in the biggest politically motivated cyber attack long-time observers have ever seen.",0
"A temporary camp for Congolese refugees was attacked by Burundian militiamen armed with machetes, killing at least 156 people, the UN refugee agency reported.",0
"Afghan rebels have kidnapped up to 16 Soviet civilian advisers from a town bazaar and exploded a series of bombs in the capital Kabul, western diplomatic sources in neighboring Pakistan said today.",0
"Israeli soldiers routinely beat up Palestinian detainees on the occupied West Bank with the knowledge of senior officers, a court martial was told today.",0
"U.S. border patrol agents sexually abused illegal Mexican immigrants with impunity, a human rights organization charged on Saturday",0
"Security forces in Guinea have tortured scores of Sierra Leonean and Liberian refugees, whom authorities blame for a border conflict, Human Rights Watch (HWR) said Thursday.",0
"A Palestinian prisoner died as a result of torture while in Israeli police custody, according to a report by a pathologist sent to Israel by Physicians for Human Rights.",0
"Irish nationalist guerrillas wounded two British soldiers in a bomb attack on Thursday, police said.",0
"Two Palestinian suicide bombers killed 23 people as well as themselves late Sunday when they blew themselves up in Tel Aviv in the second-worst attack in the current Palestinian uprising, police said.",0
"At least three Iraqi civilians have been killed in a suicide car bombing in central Baghdad, Iraqi police said.",0
A prominent anti-Syria journalist has been killed in a car bomb explosion in a residential sector of mostly Christian eastern Beirut.,0
"A roadside bombing near the town of Samarra on Sunday killed one U.S. soldier and wounded two others, the military said.",0
Three US servicemen were killed by an improvised explosive device outside of the Iraqi city of Basra.,0
"The Sri Lankan army has been holding thousands of Tamil civilian refugees as human shields in the battle zones of the southern sector of the Jaffna peninsula, according to a press release by the Liberation Tigers.",0
"An attempt to assassinate deputy governor of the Tyumen region, Oleg Chemezov, was thwarted in Khanty-Mansiysk (Siberia), the city’s police reported.",0
"Militants loyal to Iraq’s Al-Qaeda frontman Abu Musab al-Zarqawi said they attempted to assassinate outgoing Prime Minister Iyad Allawi, in a statement posted on the internet.",0
Hezbollah guerrillas killed the deputy chief of Israel’s militia ally in southern Lebanon Sunday sources on both sides said.,0
"One Serb policeman was murdered in an attack on a police patrol by Kosovo Albanians near the border with Kosovo, state agency Tanjug reported Sunday.",0
"Vietnamese and Kampuchean forces were battling for control of a strategic base near the border today, Thai military sources said.",0
"Palestinian gunmen attacked an Israeli village close to the West Bank Sunday and killed an Israeli, public television reported.",0
"Israel Friday reimposed blockades in the West Bank following the shooting deaths of two Israelis a day earlier, a military spokesman announced.",0
"The Soviet Union closed its southern borders with Iran and Turkey because of fighting between Azerbaijanis and Armenians, an editor at the official Armenian news agency said.",0
"Vietnamese-led forces have retaken a strategic village in Western Kampuchea after fierce fighting with guerrillas who overran it late last month, Thai military sources said today.",0
"Burmese troops have captured part of a Karen guerrilla stronghold on theThai border after five days of fighting, Thai police here said on Monday.",0
"Israel today mounted its long-threatened invasion of South Lebanon, ploughing through the United Nations lines on the coast of south of Tyre and thrusting forward in at least to inland areas",0
"Sudanese rebels shelled the southern regional capital Juba for the first time in a year on Sunday and Monday, killing about 20 people, relief officials in Nairobi said.",0
"Egyptian police opened fire to disperse Moslem fundamentalist demonstrators on Monday night, killing one person and arresting 12, security sources said.",0
"Serb forces killed three ethnic Albanians in a gunbattle in southeastern Serbia Friday, a political council representing ethnic Albanians in the region said in remarks published here Sunday",0
A minefield explosion near the town of Samarra killed two Iraqi youths and wounded five others on Sunday,0
"Vietnamese-led forces launched artillery, mortar, and rocket fire against Kampuchean guerrilla camps near the eastern Thai border today, killing or wounding 50, Thai military sources said.",0
"Israeli tanks fired four shell bombs at targets in Jericho, witnesses said, in a rare incident in the West Bank city.",0
Soviet aircraft including helicopter gunships killed 46 Afghan civilians in an attack on a village in the western province of Heart.,0
Israeli helicopters and tanks shelled positions of the Palestinian security forces and residential areas near the town of Rafah.,0
British aircraft using precision guided missiles killed 4 Iraqis in an attack on a suspected weapons supply in Basra.,0
"Recent US Predator attacks, occurring about once every three days, have killed at least eight top al-Qaeda leaders since last July, according to Pentagon sources.",0
"Both the Phillippines military and the Moro Islamic Liberation Front are guilty of violating the ceasefire agreement signed in March 2001, according to a group that conducted simultaneous fact-finding missions in Lanao, Maguindanao, and Cotabato provinces last week.",0
"The Israeli army forced out on Wednesday more than 1,000 Palestinian refugees from their homes in a West Bank refugee camp during a 48-hour search for militants, residents said.",0
"Sudan’s government is responsible for mass killings and other atrocities in the Darfur region, according to a United Nations report.",0
"Serb forces were engaged in ethnic cleansing in Kosovo against the majority Albanian population of the province, according to the US government.",0
"Poland’s parliament has demanded an immediate admission by Moscow that Soviet NKVD security forces murdered more than 15,000 captive Polish of ficers during World War Two.",0
French President Jacques Chirac issued a stern reminder Saturday to Iraq that it must cooperate fully with UN inspectors probing suspect sites for weapons of mass destruction.,0
"An Argentine judge has ordered former president Carlos Menem to appear October 16 for questioning in an investigation of illegal arms sales to Croatia and Ecuador in the 1990s, court sources said Wednesday.",0
The Bush administration declared Tuesday that China must drop barriers to U.S. exports or face tariff penalties for maintaining unfair trade practices.,0
The PRC on Tuesday demanded that the US cancel plans to sell air-to-surface anti-tank weapons to Taiwan to avoid “new damage” to US-PRC relations.,0
A senior British minister reiterated that Libya must hand over alleged bombers of the U.S. airliner as he embarked on a trip to North Africa to seek Arab support for the demand.,0
The rebel Kurdistan Workers’ Party issued a declaration demanding that the Turkish government provide information on the safety of its leader Abdullah Ocalan.,0
Kosovo Municipality Association (AKK) officials demanded support from the Kosovo Assembly in regaining control over the properties that belonged to them before.,0
"Greece bluntly demanded that its European Community partners refuse to recognize the Former Yugoslav Republic of Macedonia, on Greece’s northern border, as long as it keeps that name.",0
Palestinian officials demanded Friday that the United States match the European Union’s support for Palestinian statehood.,0
The Third World Water Forum concluded on Saturday that the US and other developed nations must allocate greater financial resources to help with the battle against the global water and sanitation crisis.,0
According to reports the UK is pushing hard for the US support its debt relief plan to tackle poverty in Africa.,0
"Some 800,000 Iraqi Kurds sought refuge in Germany last month.",0
"Ethnic Albanians in south Serbia are demanding a U.N. military presence to protect them against a heavily armed ruling Serb minority and prevent a Bosnia-style civil war, but some foreign monitors are skeptical.",0
"The Red Cross operating in Iraq said US and British forces must ensure security to allow emergency water, food, and medical supplies to reach the needy.",0
"At the end of a seminar on reform, around 100 Arab intellectuals and activists published a declaration demanding wide-ranging political changes in the Arab world.",0
Sunnis have demanded that control of the Interior Ministry be taken away from Shiite religious parties in the next government.,0
Rwandan rebels demanded the removal of President Juvenal Habyariman and his ruling party at the fourth round of talks aimed at ending a 23-month civil war.,0
Former Socialist prime minister Andreas Papandreou demanded immediate elections after a special court cleared him of all charges in Greece’s biggest corruption trial this century.,0
Opposition groups in Zimbabwe are demanding that President Mugabe abandon his controversial policy of land confiscations.,0
"The main Hutu rebel group, Forces for Defence of Democracy (FDD), insisted on its demands that Burundi’s government grant the Hutu majority more rights.",0
Rwandan rebels announced that President Kagame and his Rwandan Patriotic Front must agree to major constitutional changes before they demobilize.,0
The Albanians of southern Serbia are demanding political and territorial autonomy from Serbian authorities.,0
The United States on Thursday demanded that the Democratic People’s Republic of Korea (DPRK) forsake its nuclear program.,0
Human rights organization Amnesty International demanded that the Sudanese government end curbs on press freedom.,0
The International Labor Office (ILO) reiterated its demand today that Israel ease restrictions on the movement of Palestinian workers.,0
Iranian authorities have been pressuring workers of the United Bus Company of Tehran (Sharekat-e Vahed) to cancel the strike they have been planning for better pay and working conditions.,0
Russia said on Tuesday that Sudan must return a Mi-26 helicopter that was captured by the Sudanese authorities last week.,0
The 106th Inter-Parliamentary Union Conference stressed the obligation of the international community to take immediate action to lift embargoes and other sanctions which have negatively affected children in different parts of the world.,0
"Kenzo Oshima, the United Nations Emergency Relief Coordinator, demanded parties to the conflict in Iraq to allow humanitarian workers the freedom of movement necessary for discharging their mandate.",0
Washington along with its allies demanded that Hamas renounce its armed struggle against Israel.,0
"European Community foreign ministers demanded the withdrawal of Yugoslav federal forces from Bosnia-Herzogovina on Monday calling them an occupying army, diplomats quoted an EC declaration as saying.",0
Bosnian Serbs demanded a truce with Moslem forces in east Bosnia before allowing U.N. aid conveys to feed starving Moslem civilians in the region.,0
"Yugoslavia on Tuesday demanded a meeting of the U.N. Security Council to discuss Croatia’s military advance into the Serb-held Krajina region, describing it as “a serious challenge to the world community.”",0
Jack Straw said on Friday that the Sudanese government and the rebels in Darfur must reach an agreement that stops the conflict for good before developmental assistance to the region is released.,0
Egyptian President Hosni Mubarak said here Wednesday that the US must be ready to mediate between Israelis and Palestinians as soon as the Israeli elections of January 28 are finalized.,0
"On Tuesday, Nigerian junior foreign minister Dubem Oniya summoned Niger’s ambassador Brah Mohamane to complain of inaction over the gangs.",0
Albania on Friday denounced as an ugly crime Yugoslavia’s suppression of ethnic Albanian unrest in the southern Yugoslav province of Kosovo.,0
Zimbabwean Prime Minister Robert Mugabe today accused the United States of restoring the blackmail in the negotiations on independence for Namibia.,0
"Ousted president Jean-Bertrand Aristide has been accused of misusing up to US $50 million ($73 million) in public funds, much of it believed to have been embezzled, by current Haitian government officials.",0
"Human rights watchdog Amnesty International accused the United States of violating human rights, ignoring international law and sending a “permissive signal to abusive governments”.",0
"The Sudanese government has accused Darfur rebels of violating a month-old ceasefire, a member of the Chadian team trying to broker a peace pact has said.",0
"Palestinians blamed Israel for the bombing of Raed Karmi in the West Bank City of Tulkarm, which has set off a renewed wave of violence.",0
Kosovo’s prime minister has been indicted by the U.N. war crimes court for his alleged part in atrocities during the fight against Serb forces and will resign.,0
"A Christian missionary from Calgary was arrested in Lebanon for collaborating with Israel, according to the Canadian Press.",0
Nigerian authorities jailed 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) on allegations of treason for playing in a youth football tournament in Lagos.,0
"An official Syrian newspaper called Thursday on Arabs to unite and “mobilize” against Israeli right-winger Ariel Sharon, who has vowed not to return the Golan Heights to Syria if he is elected prime minister February 4.",0
Archbishop Desmond Tutu on Sunday called for sanctions against Nigeria in the wake of the execution of Ken Saro-Wiwa.,0
"Yugoslavia lodged an official protest with Albania today, charging its neighbor with supporting dissidents here in what is said was tantamount to inciting revolution.",0
Lebanon complained to the United Nations on Tuesday over two Israeli air raids last Friday in which it said 20 people were killed or wounded.,0
"A Saudi businessman is suing the United States for damages to his pharma ceutical plant which were caused by a missile attack in August, his American lawyer said.",0
A European court convicted Turkey of ”inhuman acts” Thursday for destroying the home of a Kurdish citizen in the country’s southeast.,0
"The Palestinians reject proposed Israeli changes to the Wye River land-for-security deal, chief Palestinian negotiator Saeb Erakat said.",0
"Yemen has rejected a U.S. request to interrogate detainees held after the escape of 23 al-Qaida prisoners, a security official said Tuesday.",0
"Bangladesh has once again outright rejected an Indian proposal for signing Free Trade Agreement (FTA) with her, urging the counterpart to sign the proposed South Asia Free Trade Agreement (SAFTA) instead.",0
"South Korea has rejected North Korea’s consistent demand to sever a decades-long military alliance with Washington, which keeps troops here under a mutual defense pact.",0
Yugoslavia on Thursday flatly rejected an Australian ultimatum to handover a guard involved in a shooting in front of the Yugoslav consulate in Sydney.,0
"The UN on Tuesday imposed a de facto information blackout on the withdrawal, collection and monitoring of heavy weapons around Sarajevo.",0
"Bonn rejected recent calls by East Germany’s Communist rulers for immediate economic aid, saying it was withholding it until a democratically-elected government takes over.",0
"The Turkish government has refused to commit to any direct assistance to the US-led war against Iraq, citing domestic opposition.",0
Syria says it will not accept any more refugees if war starts in Iraq.,0
The United Nations on Tuesday rejected a call for its peacekeeping forces to be deployed in East Timor.,0
"Pakistan, a key U.S. ally in the war against terrorism, has refused to deploy peacekeepers in Iraq and has urged its citizens to avoid coming here.",0
"The US on Thursday rejected calls by Kofi Annan, UN secretary-general, to adopt far-reaching United Nations reforms as a comprehensive package.",0
Vice-President Moody Awori has declined to resign despite growing pressure by the Kenya Anti-Corruption Commision after he was implicated in a major scandal.,0
"Ankara’s Çankaya district administration has denied land allocation for the construction of an Alevite temple, Cemevi, in the district.",0
"In what has been described as a policy u-turn, President Levy Mwanawasa has reneged on his commitment to the Zambian people for holding elections under a new constitution.",0
"Despite warnings of starvation by humanitarian agencies, the Israeli government is refusing to lift the curfew on Palestinians living in the West Bank and Gaza.",0
"Around 1,800 of 2,200 Serbian teachers will not end their strike unless their demands for wage increases are met by textcolorblueBelgrade, a union official announced after three weeks of striking.",0
"The U.S. said it would not meet hostage-takers demands to release prisoners in Iraq, including a number of females.",0
US authorities said yesterday that removing the sanctions on Burma is currently out of the question as that would reward the regime for doing nothing.,0
"The UNITA militarist wing refused to allow United Nations planes to land and evacuate 15 of its observers who were taken hostage, the United Nations Observer Mission in Angola (MONUA) said.",0
Beirut again rejected Thursday a United Nations appeal for deploying army troops along its borders with Israel.,0
Iran’s religious leader Ayatollah Ruhollah Khomeini today rejected Iraqi President Saddam Hussein’s proposal for a cease-fire during the Moslem holy month of Ramadan.,0
"Rebels in the Ivory Coast on Wednesday dismissed an appeal from President Laurent Gbago to lay down their arms, saying they had lost all trust in the government they rose up against on September 19.",0
"Israeli President Moshe Katsav has refused to meet Jordan’s visiting King Abdullah II in Tel Aviv, saying he would only welcome him in Jerusalem, his office said Tuesday.",0
"The radical Palestinian Islamic Jihad movement rejected an invitation to attend a meeting next week of Palestinian factions to debate plans for independence from Israel, the group said Wednesday.",0
Pakistan President Mohammad Zia-Ul-Haq today rejected a fresh offer from Afganistan for direct talks between the two neighbors.,0
Palestinian leader Yasser Arafat Wednesday rejected a US offer to host a summit in mid-July to hammer out a framework agreement for peace between the Israelis and the Palestinians.,0
"Israel is opposed to French mediation in peace negotiations with Syria, a close aide to Prime Minister Ehud Barak said Wednesday.",0
"Ivory Coast rebels on Friday again rejected a west African peace plan, and said they also opposed the deployment of a regional peacekeeping force until their political demands are met.",0
Newly appointed Palestinian Prime Minister Ismail Haniyeh has refused to respond to a demand from the US President to adhere to interim peace deals reached with Israel,0
The republic of Slovenia defied Yugoslav federal authority on Wednesday and was set to declare its right to secede from the country.,0
A newspaper based in Christian east Beirut has violated a ban by General Michel Aoun and described his rival Elias Hrawi as president.,1
The United States on Wednesday vetoed a Security Council resolution censuring as a violation of international law its military sweep of the Nicaraguan ambassador’s home in Panama on December 29.,0
President Reagan has threatened further action against the Soviet Union in an international television program beamed by satellite to more than 50 countries.,0
"Iran on Tuesday threatened to cut off electricity to the autonomous Azerbaijani republic of Nakhichevan over non-payment of bills, the official IRNA news agency reported.",0
African states today announced that they will withdraw their peacekeeping force from Chad unless President Goukouni Oueddei arranged a ceasefire with rebels fighting to topple his government and held elections within four months,0
A French minister threatened today to impose import restrictions against West German goods today as the leaders of the two countries sought to ease tensions in Franco-German relations.,0
The Azerbaijani parliament threatened on Monday to secede from the Soviet Union unless the Kremlin withdrew its troops from the republic.,0
Pakistan today threatened to break off diplomatic relations with Zaire and Costa Rica over their ties with Israel on the eve of a visit here by Palestine Liberation Organization (PLO) Chairman Yasser Arafat.,0
Palestinian leaders said they would boycott all official contact with the United States.,0
"Greece, like most other existing members, plans to impose restrictions on its labour market for new EU members for at least two years from 1 May.",0
"Israel threatened to ban voting in East Jerusalem if Hamas, which advocates Israel’s destruction, ran in the election.",0
Israel’s Cabinet met Sunday and decided to approve a plan that will not allow candidates from the militant group Hamas on the ballots there.,0
President Yoweri Museveni has threatened to ban Ugandan opposition candidates from participating in the upcoming elections.,0
President Laurent Gbagbo announced on Sunday that he will extend the night-time curfew in Algiers in response to recent unrest within the city.,0
President Abdelaziz Bouteflicka threatened to institute a curfew in Algiers in response to recent unrest within the city.,0
Iraq’s interim government announced that it is prepared to impose martial law as street battles raged in central Baghdad between insurgents and security forces.,0
Radical French farmers said on Friday they would blockade Paris from Monday night to demand an end to the European Community’s drastic farm reform.,0
Druze inhabitants of the Syrian Golan Heights threatened today to hold a general strike unless Israel rescinded its annexation of the region within 10 days.,0
"The Soviet Union has threatened to stop negotiations to reduce long-range nuclear weapons if the United States goes ahead with the planned deployment of new medium-range nuclear missiles in Europe, the Washington Post reported today.",0
"The European Community may halt mediation efforts among Yugoslavia’s feuding republics if cooperation by all parties founders, Dutch Foreign Minister Hans Van den Broek said on Tuesday",0
U.N. Secretary-General Kofi Annan announced on Monday that he will withdraw weapons inspectors and humanitarian workers from Iraq.,0
Cairo’s security chief has warned that police will no longer tolerate rallies by the Kifaya (“Enough”) group.,0
"Osama bin Laden’s al-Qaeda terror network has threatened to deliver devastating blows to the United States and Israel, a Saudi-owned weekly reports",0
"NATO confirmed on Wednesday it would tighten the naval blockade of the rump Yugoslav state in the Adriatic with Albania’s help.",0
"Ethnic Albanians have sworn to fight until they gain control of villages near Macedonia’s border with Kosovo, Macedonian officials said Wednesday.",0
The Hamas threatened Monday to resume terrorist activities in Israel in an escalation of the intifada (uprising).,0
Iran today threatened to launch a new military offensive in its Gulf war with Iraq unless Baghdad accepted its conditions for ending the 28-monthold conflict.,0
"Iran threatened to shell Iraqi towns today in retaliation for an air raid on the southern city of Susangerd where, it said, 100 people were killed.",0
"A terror group based in Trinidad claims to be manufacturing chemical and biological weapons to use against the United States and Britain, according to a media report Sunday.",0
Peru has issued an ultimatum to Ecuador to halt attacks across their disputed jungle border.,0
The Homeland Union (Conservatives) began collecting signatures in part of a drive to convince the Lithuanian Parliament to amend the constitution so that same-sex marriages are banned.,0
"Up to 100 ethnic Albanians demonstrated on Tuesday in the Yugoslav province of Kosovo, where 24 people were killed in nationalist riots last March, Belgrade radio said.",0
"Angry activists from the defeated Fatah Party have staged rallies in the Gaza Strip against the party’s leader Mahmoud Abbas, saying he must resign.",0
Tens of thousands of university students throughout Indonesia staged mass demonstrations Saturday to demand political reforms by President Suharto’s government.,0
Thousands of Nigerians from throughout the country were converging Thursday for a rally in Lagos to protest the rights violations under the recently imposed Sharia law by Islamic fundamentalists in the northern districts.,0
"Thousands of Iraqi Kurds demonstrated in the northern city of Kirkuk on Sunday calling for independence from Iraq, witnesses said.",0
"Up to 1,000 ethnic Turks began a hunger strike on Monday to protest against Sweden’s decision to send them back to Bulgaria, where they say they face imprisonment, homelessness and persecution",0
Islamic fundamentalists continued their hunger strike to demand the resignation of Algerian President Ahmed Ben Bella,0
"A member of the Syrian parliament, Mohammed Mamoun, started a hunger strike yesterday to protest President Assad’s failure to usher in meaningful political reforms.",0
"Algerian landowners began a hunger strike outside Parliament to demand the return of property seized by Algerian government forces in the 1970s, APS news agency said.",0
"Salaheddine Sidhoum, Algeria’s leading human rights activist, staged a 24-hour hunger strike in prison on Sunday in protest against the widespread human rights violations by Algerian security forces, his lawyer said on Tuesday.",0
A group of Chenchen refugees are continuing a hunger strike in protest of the Russian government’s refusal to accept the independence of Chechnya.,0
Palestinians of the Israeli-occupied West Bank shunned work on Monday to protest at settlement of Soviet Jewish immigrants on Arab land.,0
"The fundamentalist Umma (Nation) party has said it will boycott Algeria’s first multi-party elections unless the president agrees to step down.",0
"Some 500,000 workers affiliated with the Serbian Workers’ Union (SSS) stopped work on the first day of an open-ended strike on Monday over a controversial employment bill signed in by Serbian Labour Minister Dragan Milovanovic.",0
Seven opposition parties in Nepal have organized a general strike that shut down Khatmandu in protest of last week’s arrest of a number of activists.,0
"Angry French paper workers blocked the Europe Bridge spanning the Rhine from France to West Germany for more than three hours by dumping sawdust on the roadway, French border police said.",0
About 200 supporters of former President Ahmed Ben Bella blocked roads in the capital city of Algiers demanding that he be reinstated as leader of the Algerian government.,0
"Rebels in the Ivory Coast on Tuesday blocked transport into Abidjan as they continued their effort to overthrow the government of President Laurent Gbagbo.",0
"Demonstrators in Baghdad blocked a road to show their disapproval for the United States’ military policies, a newspaper reported Tuesday",0
Young Algerians blocked roads leading to the city centre on Sunday to press their demands for greater freedom and opportunities from President Bouteflika’s government.,0
Hundreds of thousands of people blocked streets in Hong Kong in defiance of Chinese authorities to demand democratic reforms.,0
"Palestinian prisoners rioted Monday at this jail in northern Israel, setting fire to their mattresses and smashing furniture, police sources said.",0
Egyptian demonstrators rioted following a peaceful demonstration calling for the immediate removal of President Hosni Mubarak from office.,0
Palestinian riots against Israeli military policies are still continuing with no end in sight.,0
"Palestinian youths resorted to throwing stones during demonstrations against the alleged human rights violations by the Israeli military, officials said on Thursday.",0
"Prisoners rioted at a jail in East Timor’s capital Dili on Monday joining thousands of demonstrators in demanding a referendum on independence from Indonesian rule, locals said.",0
The Macedonian army prepared to resume shelling Albanian rebel-held territory as attempts to resolve the crisis on the political front were deadlocked.,0
Israeli troops remained on alert in the occupied West Bank today to forestall more violence after a week of unprecedented Palestinian civil unrest.,0
The government of Sindh province has ordered patrols by police and paramilitary soldiers after violent protests by Muslim groups.,0
"Israel has strengthened its forces in Lebanon following the discovery of Soviet-made Katyusha rockets in the area last week, military sources said today.",0
Britain mobilized army reservists for a possible war against Iraq on Tuesday while UN arms inspectors said they needed more time.,0
"North Korea has trained more than 500 computer hackers capable of launching cyber warfare against the United States, South Korea’s defense ministry said Monday. ",0
"Italy announced a suspension of air links with Yugoslavia on Wednesday, one day after a Yugoslav army jet shot down a helicopter carrying EC truce monitors.",0
"A French minister has cancelled a planned visit to Haiti after a state of siege was declared in the one-time French colony, the Foreign Affairs Ministry said on Sunday.",0
"Switzerland said today it had expelled two Soviet diplomats based in Geneva for spying, adding to a long series of espionage scares.",0
The United States announced Wednesday it would prohibit all aid to Albanian rebels in Macedonia and would deny entry to the United States to all individuals undermining stability there.,0
Red Cross officials suspended aid deliveries in Baghdad on Wednesday after two of their vehicles were hit by gunfire and a staff member went missing,0
Japan said on Tuesday it had halted economic aid to Yugoslavia in line with Western efforts to end the fighting there.,0
"The United States suspended part of a military aid program for Bosnia aimed at bringing Bosnian Croat and Moslem armed forces together as a unified identity, the New York Times reported on Friday.",0
"The United Nations on Tuesday reduced food supplies to the biggest Cambodian refugee camp in Thailand because rice was being diverted to outside users, relief officials said.",0
"President Bill Clinton has imposed sanctions on the Taliban religious faction that controls Afghanistan for its support of suspected terrorist Osama bin Laden, the White House said Tuesday.",0
"Palestinians and Israelis failed to reach agreement on the fate of Palestinian offices in east Jerusalem Sunday, despite hours of tense negotiations, sources on both sides reported.",0
Syrian officers today ended mediation efforts between rival militias in Tripoli as shells continued crashing into the north Lebanese port and the death toll rose to more than 200.,0
"Eighty UN peacekeepers were shipped out of the eastern Bosnian enclave of Gorazde Friday, leaving just 100 UN troops to follow them out later this month.",0
"North Korea expelled inspectors of the International Atomic Energy Agency, or IAEA, from frozen nuclear facilities at Yongbyon after U.S. officials alleged that the North admitted it had a uranium-based program in late 2002.",0
"Jakarta forced the UN refugee agency, UNHCR, out of the country following the relief operation, although it had more than £12m of unspent donations.",0
Turkish police prevented the demonstration staged by students at Cumhuriyet University near AKP offices in Sivas on 15 October to protest the decision of sending troops to Iraq.,0
"Croatian authorities are failing to uphold the property rights of Croatian Serb refugees, a human rights group protested here Wednesday",0
"In an unprecedented move, Palestinian police in Jericho confiscated weapons and explosives from Palestinian armed groups, the Israeli army said Friday.",0
"Afghan guerillas blew up three main electric power lines leading into Kabul last month and nearly one third of the city’s power supply is still down, the Czechoslovak news agency Ceteka reported from Kabul today.",0
"Jewish settlers in the West Bank city of Hebron set fire to the offices of the Palestinian administrators of Muslim property overnight following the killing of an Israeli man, Palestinian residents said Sunday.",0
"Israeli army bulldozers demolished Palestinian homes and civilian buildings in southern Gaza on Sunday, Palestinian officials and US witnesses said.",0
The British government on Monday outlawed the largest Protestant extremist organization in Northern Ireland because of what it called its direct involvement in killing in the strife-torn province.,0
"Nicaragua’s Sandinista government today ordered the opposition newspaper La Prensa to suspend publication indefinitely, a spokesman for the paper said.",0
President Yoweri Museveni has banned Ugandan opposition candidates from participating in the upcoming elections.,0
"Turkish authorities have imposed a curfew in the town of Cizre in southeastern Turkey after a demonstration over fraud allegations in Sunday’s local elections, security sources said here Tuesday.",0
"The military government of President Prosper Avril declared a 30-day state of siege in Haiti on Saturday, suspending parts of the constitution and arresting political opponents, a spokeswoman for the U.S. embassy said.",0
"Israeli soldiers arrested more than 100 Palestinians on Saturday in a security sweep of the Hebron area of the occupied West Bank, military sources said.",0
"Ghanaian authorities have deported 168 Liberians for traveling without proper documents on a Swedish-registered vessel, a port official said Monday.",0
Liberian riot police used tear gas to disperse demonstrators protesting election results in Monrovia.,0
"North Korea has tried to hack into the computers of South Korean army officers, officials said Tuesday.",0
